gourd_type,variety_name,season,avg_temperature,avg_humidity,avg_rainfall_mm,soil_moisture,fertilizer_type,fertilizer_frequency,plant_health_score,successful_pollinations,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
sponge_gourd,patola,dry,32.7,57.7,1.8,52.2,mixed,monthly,5,15,47,15,0.63,9.45
bitter_gourd,ampalaya_hybrid,dry,34.3,62.6,7.5,56.7,none,none,3,8,50,8,0.41,3.28
sponge_gourd,patola_ridged,dry,24.8,73.9,3.9,58.0,organic,weekly,4,16,46,16,0.39,6.24
bitter_gourd,ampalaya_hybrid,wet,27.8,76.5,26.3,56.5,none,biweekly,3,7,49,7,0.27,1.89
bottle_gourd,upo_smooth,wet,28.3,74.9,16.6,79.3,mixed,weekly,4,19,55,19,2.89,54.91
bitter_gourd,ampalaya_oblong,wet,29.2,87.5,10.3,54.3,mixed,weekly,3,12,51,12,0.42,5.04
sponge_gourd,patola_ridged,wet,31.5,88.5,26.8,66.3,none,weekly,3,8,46,8,0.52,4.16
cucumber,pipino_native,dry,31.6,59.7,9.9,54.6,organic,none,4,16,40,16,0.25,4.0
sponge_gourd,patola,dry,28.7,64.7,9.1,55.7,mixed,monthly,5,19,39,19,0.43,8.17
cucumber,pipino,wet,26.6,78.0,16.0,73.5,chemical,none,4,5,34,5,0.19,0.95
sponge_gourd,patola,wet,29.1,72.4,24.0,57.3,mixed,monthly,4,12,47,12,0.44,5.28
bitter_gourd,ampalaya_bilog,dry,26.1,63.1,2.5,72.3,organic,biweekly,3,9,49,9,0.24,2.16
cucumber,pipino,wet,27.0,73.7,15.3,74.8,none,none,3,7,37,7,0.27,1.89
sponge_gourd,patola_ridged,wet,26.3,71.9,21.7,55.9,none,weekly,5,10,41,10,0.61,6.1
cucumber,pipino_native,dry,25.2,69.0,1.1,59.6,mixed,weekly,5,16,37,16,0.25,4.0
sponge_gourd,patola_ridged,dry,25.1,72.6,7.4,78.4,mixed,weekly,4,12,50,12,0.69,8.28
cucumber,pipino_native,dry,32.8,72.8,8.0,51.3,mixed,weekly,5,16,35,16,0.39,6.24
cucumber,pipino_japanese,dry,33.1,74.7,1.2,74.1,organic,monthly,4,15,39,15,0.24,3.6
sponge_gourd,patola_ridged,wet,29.7,74.5,26.5,74.5,chemical,biweekly,3,7,47,7,0.71,4.97
bitter_gourd,ampalaya_oblong,dry,25.8,72.1,8.8,56.0,none,monthly,4,6,43,6,0.3,1.8
bitter_gourd,ampalaya_bilog,dry,29.0,73.0,9.1,76.4,chemical,weekly,3,5,46,5,0.44,2.2
bitter_gourd,ampalaya_bilog,wet,28.3,82.5,22.4,63.9,organic,biweekly,5,17,47,17,0.3,5.1
bottle_gourd,upo_round,wet,29.6,74.9,18.6,62.6,mixed,weekly,5,18,57,18,2.47,44.46
cucumber,pipino,wet,27.9,89.8,22.5,68.8,none,weekly,3,2,40,2,0.34,0.68
cucumber,pipino_japanese,wet,31.5,80.5,24.4,68.1,chemical,none,4,15,34,15,0.28,4.2
bottle_gourd,upo_long,dry,33.3,73.3,3.0,76.6,organic,none,4,14,55,14,1.27,17.78
sponge_gourd,patola_ridged,dry,31.0,68.2,0.1,54.5,chemical,monthly,3,12,51,12,0.31,3.72
sponge_gourd,patola_ridged,dry,26.1,64.5,8.5,54.1,mixed,none,4,11,44,11,0.33,3.63
sponge_gourd,patola_smooth,dry,34.7,71.6,3.9,65.9,mixed,weekly,4,16,47,16,0.56,8.96
bottle_gourd,upo_long,wet,29.5,75.0,11.9,55.4,organic,weekly,4,13,52,13,3.34,43.42
sponge_gourd,patola_smooth,wet,29.4,76.2,21.9,53.7,mixed,none,4,12,48,12,0.57,6.84
cucumber,pipino_japanese,dry,29.5,59.6,4.6,65.2,organic,monthly,4,15,43,15,0.2,3.0
cucumber,pipino_japanese,dry,25.6,71.1,1.2,64.3,none,weekly,4,12,37,12,0.16,1.92
cucumber,pipino_native,wet,31.2,85.2,10.2,72.4,none,none,3,10,38,10,0.18,1.8
bitter_gourd,ampalaya_oblong,dry,28.8,74.0,0.3,66.8,mixed,weekly,4,17,44,17,0.34,5.78
cucumber,pipino,dry,26.3,57.2,3.9,63.1,organic,biweekly,4,15,38,15,0.33,4.95
cucumber,pipino,wet,31.8,76.1,17.5,79.6,chemical,weekly,4,11,41,11,0.28,3.08
bitter_gourd,ampalaya_hybrid,dry,32.8,57.9,4.7,78.5,mixed,biweekly,5,15,43,15,0.38,5.7
bottle_gourd,upo_long,wet,30.1,89.4,17.1,70.5,mixed,biweekly,4,16,57,16,1.29,20.64
cucumber,pipino_native,wet,29.9,89.5,15.7,77.4,none,weekly,3,11,35,11,0.28,3.08
cucumber,pipino_japanese,wet,28.2,84.2,14.8,61.6,none,monthly,4,9,42,9,0.17,1.53
sponge_gourd,patola_smooth,wet,30.5,89.2,24.5,60.5,organic,biweekly,4,10,41,10,0.65,6.5
cucumber,pipino,dry,24.3,72.2,1.4,52.8,mixed,monthly,4,11,36,11,0.16,1.76
sponge_gourd,patola_smooth,dry,32.3,56.3,10.0,76.4,chemical,none,3,6,47,6,0.79,4.74
bitter_gourd,ampalaya_hybrid,wet,29.9,76.2,20.7,53.7,chemical,biweekly,4,18,45,18,0.16,2.88
sponge_gourd,patola,wet,27.9,70.8,15.6,62.1,mixed,weekly,3,14,45,14,0.5,7.0
cucumber,pipino_native,wet,29.1,77.4,21.9,54.7,none,biweekly,3,4,41,4,0.39,1.56
sponge_gourd,patola_smooth,dry,25.2,55.4,3.6,74.0,organic,weekly,4,15,44,15,0.41,6.15
bitter_gourd,ampalaya_bilog,wet,30.4,86.3,27.2,78.6,organic,monthly,5,15,48,15,0.29,4.35
bitter_gourd,ampalaya_hybrid,dry,28.2,67.4,3.2,50.7,none,biweekly,3,7,47,7,0.24,1.68
cucumber,pipino_native,wet,27.7,79.1,22.5,74.0,organic,monthly,4,7,34,7,0.27,1.89
sponge_gourd,patola,dry,32.7,58.3,4.9,63.5,none,none,4,11,46,11,0.44,4.84
bottle_gourd,upo_long,wet,29.0,72.5,26.3,55.1,organic,none,4,15,53,15,1.61,24.15
cucumber,pipino_native,dry,31.5,64.1,0.8,66.3,chemical,none,4,14,42,14,0.38,5.32
cucumber,pipino_native,wet,30.7,74.4,17.5,64.9,organic,biweekly,4,10,38,10,0.29,2.9
bitter_gourd,ampalaya_oblong,wet,31.2,74.2,15.2,66.2,chemical,monthly,3,10,49,10,0.34,3.4
bitter_gourd,ampalaya_hybrid,dry,27.2,64.2,5.0,75.9,mixed,weekly,4,11,50,11,0.43,4.73
cucumber,pipino_japanese,wet,31.9,87.9,23.9,76.1,none,none,4,9,38,9,0.36,3.24
bottle_gourd,upo_round,wet,26.4,70.2,21.5,51.6,chemical,biweekly,4,16,52,16,2.53,40.48
sponge_gourd,patola,dry,31.9,63.3,9.0,65.7,chemical,biweekly,2,7,48,7,0.51,3.57
bitter_gourd,ampalaya_bilog,wet,27.2,71.4,22.7,74.5,mixed,weekly,4,17,47,17,0.26,4.42
sponge_gourd,patola,dry,33.4,64.4,0.3,76.4,chemical,biweekly,4,18,52,18,0.55,9.9
sponge_gourd,patola_smooth,dry,28.2,69.9,7.6,55.7,organic,weekly,4,14,44,14,0.7,9.8
bottle_gourd,upo_smooth,dry,25.3,61.7,4.5,63.5,none,weekly,4,16,53,16,1.3,20.8
cucumber,pipino_japanese,wet,27.3,72.4,13.1,77.3,chemical,biweekly,3,10,38,10,0.16,1.6
sponge_gourd,patola,dry,25.1,62.4,7.6,63.6,none,none,5,10,49,10,0.78,7.8
cucumber,pipino_native,wet,31.9,87.6,23.0,77.6,none,weekly,3,5,43,5,0.18,0.9
sponge_gourd,patola,dry,30.8,69.6,9.1,50.4,mixed,none,3,7,46,7,0.39,2.73
cucumber,pipino_japanese,dry,26.6,63.6,0.8,58.8,mixed,monthly,4,18,36,18,0.29,5.22
sponge_gourd,patola,dry,33.1,62.1,9.6,52.7,chemical,biweekly,3,8,49,8,0.54,4.32
sponge_gourd,patola,dry,29.1,71.8,2.5,67.6,mixed,none,4,14,47,14,0.56,7.84
bitter_gourd,ampalaya_hybrid,wet,28.4,78.4,18.4,73.0,chemical,weekly,4,15,55,15,0.5,7.5
cucumber,pipino_native,wet,28.3,86.4,11.0,57.9,none,monthly,4,9,36,9,0.25,2.25
sponge_gourd,patola_ridged,wet,29.7,83.6,26.8,61.7,none,weekly,3,7,46,7,0.34,2.38
sponge_gourd,patola,dry,26.8,57.1,1.6,56.9,mixed,weekly,4,13,44,13,0.5,6.5
sponge_gourd,patola_smooth,wet,30.2,82.4,19.3,54.6,organic,none,4,15,46,15,0.42,6.3
cucumber,pipino_japanese,wet,27.5,89.0,24.0,78.3,none,monthly,3,9,45,9,0.29,2.61
bitter_gourd,ampalaya_oblong,dry,27.2,72.8,5.5,64.4,organic,monthly,4,18,47,18,0.31,5.58
bitter_gourd,ampalaya_hybrid,dry,33.1,63.8,1.9,66.5,organic,monthly,4,12,50,12,0.33,3.96
bitter_gourd,ampalaya_hybrid,dry,31.8,68.4,3.8,66.0,chemical,biweekly,4,16,56,16,0.4,6.4
cucumber,pipino,dry,26.2,66.7,0.2,73.9,chemical,monthly,3,8,41,8,0.23,1.84
bitter_gourd,ampalaya_bilog,wet,27.1,82.6,10.0,59.7,organic,biweekly,5,21,48,21,0.27,5.67
bitter_gourd,ampalaya_bilog,dry,25.1,66.9,1.7,78.8,organic,none,4,15,46,15,0.27,4.05
bottle_gourd,upo_long,wet,30.7,79.6,16.9,79.4,mixed,none,4,12,52,12,1.32,15.84
bitter_gourd,ampalaya_hybrid,wet,26.4,84.8,13.8,56.6,organic,weekly,5,16,48,16,0.34,5.44
bottle_gourd,upo_smooth,dry,34.4,70.9,7.4,75.4,chemical,monthly,4,14,54,14,3.1,43.4
cucumber,pipino_native,dry,31.4,72.8,2.6,59.2,organic,none,5,14,40,14,0.35,4.9
cucumber,pipino,wet,31.8,88.1,25.0,61.5,organic,none,4,14,34,14,0.37,5.18
cucumber,pipino_japanese,dry,26.7,65.7,1.5,71.4,mixed,none,4,13,38,13,0.32,4.16
bottle_gourd,upo_smooth,wet,27.5,70.1,18.1,57.1,mixed,none,4,12,52,12,3.03,36.36
bitter_gourd,ampalaya_oblong,dry,30.4,59.9,2.0,56.1,mixed,monthly,5,19,44,19,0.2,3.8
bottle_gourd,upo_round,wet,29.3,71.3,28.4,55.4,organic,monthly,5,18,60,18,1.08,19.44
cucumber,pipino_native,wet,28.7,88.9,25.5,77.6,mixed,monthly,5,14,34,14,0.29,4.06
sponge_gourd,patola_smooth,dry,26.6,58.1,4.2,61.7,mixed,none,4,10,42,10,0.45,4.5
cucumber,pipino_native,dry,27.3,73.6,10.0,61.2,chemical,weekly,3,7,34,7,0.39,2.73
bitter_gourd,ampalaya_oblong,wet,29.4,82.1,18.1,77.2,organic,none,3,8,51,8,0.4,3.2
bottle_gourd,upo_smooth,wet,29.3,80.4,22.5,54.1,mixed,biweekly,4,12,51,12,1.36,16.32
bottle_gourd,upo_long,wet,26.3,78.0,14.4,65.3,mixed,monthly,3,14,55,14,2.61,36.54
cucumber,pipino,wet,31.5,82.2,17.5,79.7,chemical,biweekly,4,11,36,11,0.23,2.53
sponge_gourd,patola_ridged,dry,33.5,57.5,2.7,71.3,mixed,biweekly,4,15,48,15,0.76,11.4
sponge_gourd,patola_smooth,dry,28.9,62.9,7.1,58.4,none,weekly,4,12,49,12,0.52,6.24
bitter_gourd,ampalaya_bilog,dry,27.9,55.8,8.6,65.7,chemical,none,4,12,51,12,0.21,2.52
sponge_gourd,patola_ridged,dry,34.4,57.8,2.5,53.5,none,none,4,11,45,11,0.72,7.92
sponge_gourd,patola_ridged,dry,28.2,66.7,2.5,53.9,none,none,3,9,46,9,0.4,3.6
cucumber,pipino_japanese,wet,26.8,75.8,12.9,62.2,organic,biweekly,4,16,37,16,0.3,4.8
sponge_gourd,patola,wet,29.2,86.0,25.2,72.1,mixed,weekly,4,16,43,16,0.52,8.32
cucumber,pipino_native,wet,31.3,83.4,23.5,65.1,organic,monthly,5,16,34,16,0.38,6.08
cucumber,pipino_japanese,dry,32.5,58.2,8.2,61.0,none,none,4,15,35,15,0.38,5.7
bottle_gourd,upo_round,dry,31.5,58.5,7.9,57.1,mixed,monthly,4,15,54,15,1.45,21.75
bottle_gourd,upo_round,wet,29.0,77.7,27.6,58.3,chemical,monthly,3,8,54,8,2.12,16.96
cucumber,pipino_native,wet,29.1,70.3,12.8,71.0,mixed,monthly,4,18,41,18,0.28,5.04
cucumber,pipino_japanese,dry,29.4,60.8,0.5,72.3,chemical,biweekly,4,8,33,8,0.22,1.76
cucumber,pipino,wet,28.0,81.8,26.3,52.0,none,weekly,4,9,35,9,0.31,2.79
cucumber,pipino,wet,29.3,82.7,26.2,75.6,mixed,biweekly,4,12,36,12,0.38,4.56
bitter_gourd,ampalaya_hybrid,dry,27.1,65.1,8.3,73.3,chemical,weekly,3,13,48,13,0.25,3.25
cucumber,pipino_japanese,dry,27.3,71.9,1.0,79.0,none,biweekly,3,10,40,10,0.39,3.9
bitter_gourd,ampalaya_oblong,dry,25.6,58.2,3.7,73.9,mixed,monthly,4,13,51,13,0.38,4.94
bottle_gourd,upo_long,dry,33.7,55.3,8.3,53.4,mixed,weekly,4,16,58,16,3.24,51.84
sponge_gourd,patola_ridged,dry,27.3,67.0,4.4,65.8,mixed,none,4,19,50,19,0.38,7.22
cucumber,pipino_japanese,wet,31.9,80.9,25.1,59.0,mixed,monthly,5,14,35,14,0.25,3.5
bitter_gourd,ampalaya_oblong,dry,25.5,56.8,5.6,67.4,mixed,none,3,10,48,10,0.46,4.6
sponge_gourd,patola_ridged,wet,26.1,88.5,23.9,77.7,chemical,biweekly,4,8,48,8,0.74,5.92
cucumber,pipino_native,wet,28.5,76.6,29.7,55.5,organic,monthly,4,10,34,10,0.21,2.1
cucumber,pipino_japanese,wet,30.6,72.7,11.9,73.7,organic,weekly,4,18,32,18,0.33,5.94
sponge_gourd,patola_ridged,wet,26.7,72.6,15.3,56.0,none,none,4,8,45,8,0.31,2.48
cucumber,pipino,wet,26.1,80.3,28.0,75.9,none,biweekly,3,11,39,11,0.16,1.76
bottle_gourd,upo_round,dry,26.8,71.7,9.1,79.1,none,weekly,3,5,60,5,2.99,14.95
bottle_gourd,upo_long,wet,30.3,77.8,18.6,78.5,none,none,3,6,59,6,1.28,7.68
sponge_gourd,patola_ridged,dry,30.9,67.3,6.0,60.6,organic,monthly,4,17,44,17,0.48,8.16
bitter_gourd,ampalaya_oblong,wet,26.5,77.1,11.8,55.5,mixed,monthly,4,15,49,15,0.35,5.25
cucumber,pipino_japanese,dry,31.5,57.6,0.3,70.1,chemical,monthly,3,8,41,8,0.25,2.0
cucumber,pipino_native,dry,33.6,62.4,4.1,57.1,chemical,weekly,4,15,35,15,0.36,5.4
sponge_gourd,patola_ridged,dry,32.1,69.3,3.0,70.9,mixed,biweekly,4,7,44,7,0.39,2.73
cucumber,pipino,wet,28.9,88.8,14.1,58.3,none,none,3,3,40,3,0.2,0.6
sponge_gourd,patola,wet,26.1,88.5,16.0,61.9,chemical,monthly,4,15,48,15,0.44,6.6
bitter_gourd,ampalaya_bilog,wet,27.8,77.8,18.1,75.9,mixed,biweekly,3,6,50,6,0.2,1.2
cucumber,pipino_japanese,dry,28.5,74.7,1.7,68.4,mixed,biweekly,5,23,42,23,0.25,5.75
cucumber,pipino_native,dry,33.8,66.2,8.0,67.7,mixed,monthly,4,17,40,17,0.19,3.23
cucumber,pipino_native,wet,28.5,75.7,22.6,74.3,organic,none,4,18,39,18,0.16,2.88
sponge_gourd,patola_smooth,dry,25.0,57.1,2.9,63.7,mixed,biweekly,4,11,43,11,0.7,7.7
bottle_gourd,upo_round,dry,33.7,60.9,1.8,74.7,none,none,4,12,60,12,3.18,38.16
bottle_gourd,upo_smooth,wet,28.0,77.2,19.2,50.8,organic,weekly,4,20,54,20,2.51,50.2
bitter_gourd,ampalaya_bilog,wet,27.1,77.2,20.9,68.8,mixed,monthly,5,15,43,15,0.31,4.65
sponge_gourd,patola_ridged,dry,30.0,67.0,9.4,57.4,none,none,3,7,51,7,0.35,2.45
bitter_gourd,ampalaya_oblong,wet,27.0,84.0,14.7,54.8,mixed,none,4,15,49,15,0.42,6.3
sponge_gourd,patola_ridged,wet,31.5,74.9,17.9,69.7,organic,none,4,18,44,18,0.4,7.2
bottle_gourd,upo_round,dry,34.9,68.8,1.5,51.9,organic,biweekly,5,21,61,21,2.94,61.74
sponge_gourd,patola_ridged,wet,28.3,85.0,15.7,62.9,none,weekly,4,7,40,7,0.65,4.55
sponge_gourd,patola_ridged,wet,28.4,89.5,23.1,62.1,mixed,biweekly,4,17,44,17,0.5,8.5
bottle_gourd,upo_round,dry,25.8,61.3,4.0,79.1,none,monthly,5,14,58,14,1.08,15.12
cucumber,pipino_japanese,dry,30.1,65.7,7.9,61.3,none,biweekly,4,13,33,13,0.19,2.47
bitter_gourd,ampalaya_hybrid,dry,31.0,74.3,0.2,75.4,none,monthly,4,16,45,16,0.23,3.68
bottle_gourd,upo_smooth,dry,27.0,70.6,4.2,58.3,chemical,monthly,2,5,58,5,2.99,14.95
cucumber,pipino_japanese,dry,28.1,73.4,1.9,70.7,none,biweekly,3,9,36,9,0.36,3.24
sponge_gourd,patola_ridged,dry,34.0,60.6,8.5,66.5,mixed,monthly,4,9,44,9,0.74,6.66
cucumber,pipino_japanese,dry,34.6,67.7,8.9,56.3,none,monthly,4,16,42,16,0.29,4.64
cucumber,pipino_native,dry,24.8,57.0,4.5,62.1,mixed,weekly,4,20,36,20,0.38,7.6
cucumber,pipino_native,wet,26.3,75.4,12.3,55.8,mixed,weekly,3,13,43,13,0.18,2.34
sponge_gourd,patola_smooth,wet,27.0,73.3,18.0,73.6,mixed,weekly,4,16,44,16,0.68,10.88
cucumber,pipino_japanese,wet,27.8,74.4,29.3,57.8,organic,none,3,16,39,16,0.34,5.44
bitter_gourd,ampalaya_hybrid,dry,27.7,55.7,9.5,59.6,chemical,weekly,3,11,47,11,0.32,3.52
bottle_gourd,upo_long,dry,34.4,70.4,1.6,58.4,organic,biweekly,4,20,56,20,2.1,42.0
cucumber,pipino,dry,29.3,63.0,2.7,71.2,none,monthly,3,4,36,4,0.28,1.12
cucumber,pipino,dry,33.9,56.5,7.8,59.3,organic,none,4,10,42,10,0.17,1.7
cucumber,pipino,dry,34.4,70.1,2.2,53.8,none,monthly,3,12,41,12,0.23,2.76
sponge_gourd,patola_ridged,wet,27.9,79.4,19.7,70.9,organic,weekly,4,20,43,20,0.74,14.8
bitter_gourd,ampalaya_bilog,wet,27.1,84.4,20.6,64.6,organic,monthly,3,7,52,7,0.29,2.03
cucumber,pipino_native,dry,33.2,71.1,2.3,74.3,organic,none,5,20,31,20,0.21,4.2
bitter_gourd,ampalaya_bilog,dry,24.9,73.6,1.9,72.5,chemical,biweekly,3,11,45,11,0.49,5.39
bottle_gourd,upo_round,wet,26.7,70.0,23.7,52.0,none,none,4,13,56,13,1.42,18.46
bitter_gourd,ampalaya_oblong,dry,26.5,68.4,0.6,57.0,mixed,none,4,19,51,19,0.2,3.8
sponge_gourd,patola_ridged,dry,28.0,71.8,6.4,67.4,organic,monthly,4,9,49,9,0.58,5.22
bottle_gourd,upo_long,wet,27.6,86.4,25.6,56.3,none,monthly,3,6,58,6,2.16,12.96
cucumber,pipino_native,wet,26.4,84.9,20.4,51.4,organic,biweekly,5,15,35,15,0.28,4.2
sponge_gourd,patola_smooth,wet,28.4,84.5,16.8,51.2,chemical,monthly,3,9,48,9,0.61,5.49
cucumber,pipino_native,dry,29.3,72.8,7.2,56.5,none,monthly,3,11,37,11,0.38,4.18
cucumber,pipino,wet,31.4,82.3,18.9,78.1,mixed,weekly,4,12,41,12,0.33,3.96
cucumber,pipino_native,dry,32.1,67.1,5.3,72.4,none,none,4,15,40,15,0.16,2.4
cucumber,pipino_japanese,dry,27.8,60.6,5.0,67.2,organic,biweekly,4,10,35,10,0.18,1.8
sponge_gourd,patola,wet,30.6,83.8,28.9,50.9,none,none,2,6,55,6,0.65,3.9
sponge_gourd,patola,wet,27.5,81.4,14.2,56.5,none,biweekly,3,3,50,3,0.73,2.19
cucumber,pipino_japanese,dry,34.0,58.3,7.1,61.1,organic,none,3,11,40,11,0.25,2.75
bitter_gourd,ampalaya_hybrid,dry,31.4,60.2,2.9,74.9,mixed,weekly,5,14,52,14,0.42,5.88
sponge_gourd,patola,wet,30.7,77.0,25.2,63.1,organic,monthly,3,15,46,15,0.57,8.55
bitter_gourd,ampalaya_hybrid,dry,33.4,74.0,4.6,73.3,chemical,biweekly,3,14,58,14,0.2,2.8
cucumber,pipino_japanese,wet,27.6,78.2,22.5,69.7,mixed,none,4,17,37,17,0.18,3.06
bottle_gourd,upo_round,dry,26.1,59.7,7.8,73.1,none,none,3,9,57,9,1.22,10.98
cucumber,pipino_native,wet,26.6,85.4,22.1,62.5,organic,none,3,7,38,7,0.16,1.12
sponge_gourd,patola,wet,27.4,76.3,18.3,73.9,none,biweekly,5,14,43,14,0.55,7.7
cucumber,pipino_native,wet,30.4,88.7,19.3,55.7,organic,monthly,4,16,40,16,0.27,4.32
cucumber,pipino_native,wet,27.1,78.8,11.6,51.9,mixed,weekly,5,17,37,17,0.25,4.25
bitter_gourd,ampalaya_hybrid,wet,31.2,85.2,28.6,76.3,mixed,weekly,4,14,44,14,0.33,4.62
bottle_gourd,upo_round,wet,27.8,87.2,28.1,59.2,organic,weekly,5,22,50,22,3.28,72.16
cucumber,pipino_native,dry,31.6,63.0,7.7,68.2,chemical,biweekly,4,14,37,14,0.33,4.62
bitter_gourd,ampalaya_oblong,dry,33.1,63.5,5.5,55.9,chemical,weekly,3,6,52,6,0.28,1.68
bottle_gourd,upo_round,dry,28.7,62.7,0.3,54.5,chemical,monthly,3,11,54,11,2.91,32.01
sponge_gourd,patola,wet,26.9,76.6,23.0,66.4,none,biweekly,4,14,46,14,0.46,6.44
bottle_gourd,upo_long,dry,24.7,56.4,1.9,71.7,mixed,none,4,18,57,18,1.92,34.56
cucumber,pipino_japanese,dry,32.1,71.7,3.8,67.2,chemical,biweekly,3,7,41,7,0.33,2.31
cucumber,pipino_native,wet,28.5,77.9,25.9,67.5,chemical,biweekly,3,10,37,10,0.33,3.3
cucumber,pipino_japanese,wet,26.4,88.1,22.4,76.2,none,weekly,4,12,39,12,0.32,3.84
bitter_gourd,ampalaya_hybrid,wet,26.6,72.5,12.4,50.2,mixed,none,4,17,44,17,0.33,5.61
sponge_gourd,patola_smooth,dry,28.8,60.6,8.7,58.5,none,none,3,9,46,9,0.38,3.42
bitter_gourd,ampalaya_hybrid,dry,33.7,56.1,6.7,52.8,none,none,4,12,53,12,0.31,3.72
sponge_gourd,patola_smooth,dry,32.0,68.0,3.7,74.7,chemical,biweekly,3,11,51,11,0.57,6.27
bottle_gourd,upo_round,dry,29.1,57.3,0.7,74.5,organic,biweekly,4,16,54,16,1.17,18.72
bottle_gourd,upo_smooth,dry,30.3,59.7,1.3,70.1,organic,none,4,14,53,14,2.13,29.82
sponge_gourd,patola_ridged,wet,30.5,75.8,29.1,50.6,organic,biweekly,4,20,38,20,0.71,14.2
bitter_gourd,ampalaya_oblong,wet,31.1,82.0,29.2,76.8,none,weekly,4,12,53,12,0.18,2.16
cucumber,pipino_japanese,dry,33.4,71.1,3.6,76.0,chemical,biweekly,3,10,37,10,0.22,2.2
bitter_gourd,ampalaya_oblong,wet,31.6,83.6,22.3,78.7,mixed,weekly,4,8,43,8,0.37,2.96
cucumber,pipino_native,wet,27.2,71.2,21.9,64.1,organic,none,4,19,33,19,0.25,4.75
bitter_gourd,ampalaya_hybrid,wet,29.5,72.1,10.4,72.4,mixed,monthly,4,13,47,13,0.18,2.34
sponge_gourd,patola_smooth,dry,29.4,64.1,8.2,65.4,mixed,weekly,4,20,43,20,0.7,14.0
bottle_gourd,upo_long,wet,31.7,76.6,14.3,54.1,mixed,none,4,17,52,17,2.67,45.39
sponge_gourd,patola_smooth,dry,30.5,68.7,8.8,65.9,organic,biweekly,5,18,40,18,0.4,7.2
cucumber,pipino,dry,30.0,69.2,7.1,57.3,organic,weekly,4,15,36,15,0.35,5.25
cucumber,pipino_japanese,dry,33.2,58.1,1.2,53.5,mixed,monthly,4,14,37,14,0.38,5.32
sponge_gourd,patola,wet,27.0,78.6,23.6,68.5,organic,monthly,4,18,44,18,0.69,12.42
cucumber,pipino_native,wet,31.0,77.5,15.7,52.1,chemical,biweekly,3,8,41,8,0.36,2.88
cucumber,pipino_native,dry,33.8,71.0,9.2,73.7,chemical,none,3,6,42,6,0.22,1.32
bottle_gourd,upo_smooth,dry,27.6,74.8,0.2,79.5,chemical,none,3,12,55,12,3.39,40.68
bitter_gourd,ampalaya_oblong,dry,33.6,56.4,6.2,55.9,none,weekly,4,9,50,9,0.42,3.78
sponge_gourd,patola_smooth,wet,26.4,85.1,13.1,65.1,mixed,weekly,3,12,45,12,0.4,4.8
bitter_gourd,ampalaya_hybrid,wet,27.1,76.1,14.2,75.3,chemical,monthly,4,12,55,12,0.43,5.16
cucumber,pipino_native,dry,26.3,69.5,2.4,56.1,none,none,4,13,36,13,0.19,2.47
bitter_gourd,ampalaya_bilog,dry,24.9,75.0,5.6,51.3,mixed,none,5,21,42,21,0.49,10.29
bitter_gourd,ampalaya_hybrid,dry,32.4,70.4,4.2,52.1,mixed,monthly,4,10,40,10,0.45,4.5
cucumber,pipino_native,wet,26.5,88.7,11.6,74.9,organic,biweekly,4,11,35,11,0.33,3.63
cucumber,pipino_japanese,dry,27.1,57.6,7.7,55.9,mixed,none,4,11,37,11,0.28,3.08
sponge_gourd,patola_smooth,dry,33.3,71.9,8.2,50.7,chemical,none,4,14,44,14,0.32,4.48
sponge_gourd,patola_ridged,wet,28.8,74.8,15.4,52.9,chemical,none,4,14,42,14,0.75,10.5
bitter_gourd,ampalaya_bilog,wet,28.9,78.9,29.9,70.3,mixed,biweekly,4,16,48,16,0.43,6.88
sponge_gourd,patola_smooth,wet,27.0,89.8,21.4,71.4,chemical,monthly,3,10,54,10,0.74,7.4
cucumber,pipino,wet,30.4,86.0,23.5,72.5,organic,biweekly,4,12,37,12,0.26,3.12
bottle_gourd,upo_smooth,wet,26.1,88.5,14.4,79.9,mixed,weekly,4,13,59,13,2.87,37.31
cucumber,pipino,wet,29.7,71.6,10.5,59.5,organic,none,3,9,42,9,0.39,3.51
sponge_gourd,patola,wet,30.2,75.0,18.2,59.3,mixed,weekly,5,18,45,18,0.57,10.26
cucumber,pipino,dry,28.9,64.4,0.5,76.6,none,weekly,4,10,36,10,0.4,4.0
cucumber,pipino_japanese,dry,30.2,73.6,4.4,57.6,organic,monthly,4,13,40,13,0.25,3.25
cucumber,pipino_native,wet,26.9,83.2,19.5,52.9,chemical,none,3,11,40,11,0.33,3.63
bottle_gourd,upo_smooth,dry,29.3,70.3,8.8,78.1,organic,weekly,4,18,51,18,1.5,27.0
cucumber,pipino_native,wet,26.8,73.7,29.6,64.8,none,biweekly,4,12,35,12,0.33,3.96
bottle_gourd,upo_round,wet,29.5,70.2,21.1,55.3,chemical,weekly,4,12,52,12,3.36,40.32
cucumber,pipino_native,dry,34.2,68.9,1.9,53.8,mixed,monthly,4,12,41,12,0.23,2.76
cucumber,pipino_native,wet,28.4,79.3,13.3,56.3,chemical,biweekly,5,16,36,16,0.38,6.08
bitter_gourd,ampalaya_hybrid,dry,30.7,72.1,6.9,60.7,organic,monthly,5,12,41,12,0.25,3.0
cucumber,pipino_native,wet,31.7,84.9,25.2,63.2,chemical,monthly,4,10,38,10,0.25,2.5
cucumber,pipino_japanese,dry,24.5,70.7,0.6,59.7,chemical,none,3,11,44,11,0.15,1.65
