gourd_type,variety_name,season,avg_temperature,avg_humidity,sunlight_hours,soil_moisture,fertilizer_type,plant_health_score,vine_length_cm,leaf_count,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate
cucumber,pipino_japanese,wet,28.4,70.4,6.0,53.7,organic,3,245.5,36,9,5,1,3,3,0.631
sponge_gourd,patola_ridged,wet,31.8,75.6,5.2,77.5,mixed,4,325.1,45,35,14,1,14,9,0.637
squash,kalabasa_hybrid,wet,26.3,83.7,6.5,63.6,mixed,4,607.9,93,84,22,0,21,11,0.613
sponge_gourd,patola,wet,30.9,82.4,6.1,50.6,organic,4,331.7,50,26,11,1,10,4,0.629
bottle_gourd,upo_round,dry,26.8,70.0,8.5,66.2,chemical,3,304.5,58,15,5,0,5,1,0.409
cucumber,pipino_japanese,dry,33.0,67.5,8.2,76.4,mixed,4,188.1,25,18,8,0,6,3,0.523
cucumber,pipino,wet,26.9,89.9,5.0,63.9,organic,5,548.7,97,66,29,1,27,16,0.664
bitter_gourd,ampalaya_hybrid,wet,28.1,76.9,5.7,76.9,organic,3,491.1,84,69,20,0,19,8,0.534
squash,kalabasa_native,wet,27.7,84.3,6.9,56.5,mixed,4,692.1,100,111,30,1,27,13,0.525
squash,kalabasa,dry,30.7,70.8,8.7,51.6,none,4,511.0,79,32,10,0,10,5,0.433
cucumber,pipino_native,wet,31.4,86.6,6.6,69.0,organic,5,232.4,31,16,8,0,8,3,0.52
bitter_gourd,ampalaya_oblong,wet,28.6,81.3,4.7,60.8,none,4,402.5,64,31,9,1,9,4,0.469
sponge_gourd,patola_smooth,wet,31.0,74.0,4.7,61.5,organic,4,288.6,44,31,11,1,11,9,0.687
squash,kalabasa,wet,29.8,88.9,6.8,53.2,none,4,623.5,100,53,14,1,12,8,0.489
cucumber,pipino_native,wet,26.9,89.6,6.0,55.6,none,3,178.2,31,9,5,0,4,0,0.3
cucumber,pipino_native,dry,24.4,58.6,8.5,51.2,none,3,240.7,38,44,20,1,16,4,0.398
squash,kalabasa_native,wet,30.2,77.6,5.0,61.5,chemical,4,739.7,100,58,20,0,17,10,0.525
sponge_gourd,patola_ridged,wet,29.8,77.8,4.6,60.2,none,4,671.9,100,77,26,1,23,11,0.44
sponge_gourd,patola_smooth,dry,32.2,72.7,9.3,60.6,mixed,4,266.5,44,16,7,0,4,2,0.533
bottle_gourd,upo_smooth,wet,29.4,76.3,4.1,77.9,chemical,4,691.8,100,38,17,0,13,6,0.507
bitter_gourd,ampalaya_bilog,dry,34.6,60.9,7.6,67.9,chemical,2,315.9,54,35,14,1,13,5,0.416
bitter_gourd,ampalaya_oblong,dry,33.7,66.0,8.6,78.8,none,4,696.5,100,93,30,0,26,6,0.3
bitter_gourd,ampalaya_oblong,wet,28.6,72.2,6.7,64.0,organic,4,278.9,47,16,5,1,1,0,0.599
cucumber,pipino_native,dry,25.6,64.2,8.1,79.8,chemical,4,376.6,55,57,30,1,30,16,0.553
squash,kalabasa,dry,27.5,69.4,9.2,55.2,mixed,4,842.8,100,62,24,1,20,14,0.587
bottle_gourd,upo_smooth,wet,30.1,88.0,6.2,64.2,chemical,3,273.0,43,2,1,0,1,0,0.383
sponge_gourd,patola_ridged,wet,29.4,73.2,4.8,51.9,organic,4,472.2,73,41,15,1,11,8,0.693
squash,kalabasa,dry,32.0,73.0,9.6,72.0,none,4,552.6,94,103,26,1,26,12,0.42
squash,kalabasa_hybrid,wet,29.7,74.2,6.9,72.1,organic,4,433.8,74,41,16,1,15,12,0.667
bottle_gourd,upo_smooth,wet,28.8,87.4,6.8,61.2,mixed,5,1108.7,100,75,30,1,26,18,0.628
bitter_gourd,ampalaya_oblong,dry,24.7,57.4,7.7,54.4,organic,4,360.6,63,50,15,0,13,7,0.488
sponge_gourd,patola,wet,30.8,85.0,5.1,73.1,none,5,1163.5,100,75,30,1,26,14,0.517
squash,kalabasa_hybrid,dry,28.1,66.4,9.0,67.5,none,4,527.3,96,26,9,1,7,6,0.58
cucumber,pipino_japanese,wet,30.1,84.9,6.9,62.0,chemical,5,432.3,73,48,30,1,29,13,0.479
bitter_gourd,ampalaya_oblong,dry,26.2,66.8,8.3,71.0,chemical,3,622.4,100,94,29,1,28,11,0.48
bitter_gourd,ampalaya_bilog,dry,30.1,57.3,9.3,76.5,chemical,4,462.0,80,38,10,1,9,5,0.544
sponge_gourd,patola,wet,27.3,82.9,5.8,53.8,organic,4,335.6,53,36,16,1,14,8,0.679
bottle_gourd,upo_round,wet,28.4,75.6,6.3,61.4,mixed,5,1017.8,100,95,30,1,30,19,0.689
bitter_gourd,ampalaya_oblong,dry,30.8,61.2,9.2,60.0,organic,5,722.3,100,100,30,1,27,18,0.728
bitter_gourd,ampalaya_hybrid,dry,30.5,62.5,7.4,73.0,mixed,4,345.8,59,58,21,0,19,8,0.448
cucumber,pipino_native,wet,31.9,88.5,6.1,79.1,none,3,224.6,40,33,16,1,13,3,0.3
squash,kalabasa,dry,26.3,56.0,9.5,61.3,organic,4,913.6,100,67,26,1,24,12,0.6
squash,kalabasa,dry,33.7,71.4,7.1,75.6,chemical,4,604.5,99,13,5,1,4,3,0.527
bottle_gourd,upo_smooth,wet,28.5,80.4,4.7,53.4,organic,4,639.5,100,81,27,0,25,12,0.522
bottle_gourd,upo_long,wet,31.7,76.0,4.5,58.1,organic,3,527.6,95,42,14,0,13,5,0.546
squash,kalabasa,dry,26.9,59.4,7.4,67.6,chemical,3,623.2,100,46,15,0,13,7,0.369
sponge_gourd,patola_smooth,dry,28.9,73.1,7.3,67.8,chemical,3,395.4,68,71,27,1,26,14,0.568
cucumber,pipino,dry,30.2,60.1,8.7,76.6,mixed,4,222.5,38,28,17,1,15,6,0.55
bottle_gourd,upo_round,dry,33.0,66.8,7.1,60.9,organic,4,482.7,76,26,12,0,11,4,0.518
cucumber,pipino_japanese,dry,29.0,72.2,7.8,60.2,chemical,3,376.8,63,27,16,1,13,6,0.517
bottle_gourd,upo_long,wet,26.5,81.4,6.6,64.6,organic,4,732.9,100,92,30,0,29,11,0.443
bitter_gourd,ampalaya_bilog,dry,33.4,57.8,8.6,68.3,mixed,4,356.0,55,19,6,1,5,2,0.598
sponge_gourd,patola_ridged,wet,32.0,74.6,5.9,59.7,mixed,4,639.4,100,41,18,0,17,9,0.583
bitter_gourd,ampalaya_bilog,dry,25.2,67.0,9.9,54.9,mixed,3,195.0,41,24,9,1,9,3,0.611
squash,kalabasa,wet,28.5,88.4,6.6,62.9,none,4,775.0,100,57,17,0,17,4,0.373
sponge_gourd,patola,dry,32.6,66.1,7.4,73.8,mixed,4,480.5,78,67,27,1,23,12,0.574
cucumber,pipino,wet,26.0,71.8,4.3,76.3,organic,3,248.4,36,48,25,0,23,10,0.497
bitter_gourd,ampalaya_oblong,dry,27.7,72.2,8.2,63.8,chemical,4,484.2,77,66,22,1,20,12,0.482
squash,kalabasa_hybrid,dry,34.4,64.2,8.0,79.5,organic,5,1219.6,100,114,30,0,27,14,0.57
squash,kalabasa_native,wet,26.5,70.3,5.3,52.0,mixed,4,455.9,69,45,13,1,11,8,0.632
sponge_gourd,patola_ridged,dry,33.6,58.8,9.7,51.0,organic,4,323.5,45,47,22,1,18,8,0.495
bottle_gourd,upo_smooth,dry,29.1,55.6,9.8,68.3,mixed,5,907.4,100,98,30,1,27,19,0.659
cucumber,pipino_japanese,dry,30.9,63.5,8.9,56.2,organic,4,281.6,47,46,24,0,24,12,0.553
squash,kalabasa,dry,31.0,69.2,7.2,53.9,chemical,3,560.6,100,33,9,0,6,2,0.395
bottle_gourd,upo_round,wet,27.6,74.9,6.8,56.8,mixed,4,587.8,100,67,25,1,22,15,0.571
bitter_gourd,ampalaya_hybrid,wet,30.0,72.3,5.8,55.1,organic,4,273.3,48,20,6,1,2,0,0.662
bitter_gourd,ampalaya_hybrid,dry,26.3,56.3,9.7,56.0,organic,4,713.7,100,76,30,1,26,14,0.592
squash,kalabasa_native,dry,26.6,72.5,10.0,60.0,chemical,3,409.0,76,23,9,1,6,1,0.551
bitter_gourd,ampalaya_oblong,dry,26.9,59.3,8.2,56.9,mixed,5,320.7,48,38,12,1,12,7,0.611
bitter_gourd,ampalaya_hybrid,wet,27.1,78.9,6.9,56.4,chemical,3,414.7,68,58,20,0,18,9,0.38
cucumber,pipino,wet,26.0,70.6,6.6,62.6,organic,4,199.4,33,2,1,1,1,1,0.672
squash,kalabasa_hybrid,dry,26.7,65.1,9.7,77.3,none,4,516.4,81,97,27,0,25,14,0.473
bottle_gourd,upo_long,wet,31.1,86.5,4.8,71.2,organic,5,489.8,73,43,13,1,13,8,0.68
bitter_gourd,ampalaya_oblong,wet,29.7,75.7,5.5,57.3,chemical,3,290.2,56,44,11,1,8,4,0.471
cucumber,pipino_native,wet,29.9,84.7,6.2,78.4,chemical,4,204.1,37,26,11,0,8,4,0.496
sponge_gourd,patola,wet,26.4,83.9,6.7,78.8,chemical,4,547.3,84,32,16,0,15,8,0.481
bitter_gourd,ampalaya_hybrid,dry,28.7,58.6,7.4,52.3,chemical,4,304.6,55,5,2,1,1,1,0.516
cucumber,pipino,wet,29.3,72.3,6.9,59.2,chemical,3,438.8,76,47,30,0,26,15,0.506
sponge_gourd,patola,dry,32.3,67.5,9.2,73.8,chemical,4,519.0,81,56,20,1,16,8,0.479
cucumber,pipino_japanese,wet,27.2,80.3,6.3,64.9,organic,4,545.0,92,73,30,0,29,16,0.582
bitter_gourd,ampalaya_bilog,wet,27.1,84.0,5.4,62.6,mixed,5,723.3,100,108,30,0,28,13,0.552
squash,kalabasa,wet,27.9,78.0,5.7,67.8,mixed,4,804.0,100,76,22,0,22,11,0.576
sponge_gourd,patola,dry,25.5,63.1,9.6,64.3,organic,4,281.5,37,15,7,0,6,3,0.455
bitter_gourd,ampalaya_oblong,wet,27.9,72.7,4.3,62.8,organic,3,228.8,34,23,6,0,2,0,0.575
squash,kalabasa,dry,26.3,62.7,7.0,50.8,chemical,4,554.3,85,99,26,0,23,11,0.404
bottle_gourd,upo_smooth,wet,30.2,71.0,6.6,65.7,mixed,4,626.2,100,84,30,0,30,19,0.602
cucumber,pipino_native,wet,28.6,77.5,4.3,50.9,chemical,4,424.3,74,32,20,0,17,10,0.444
squash,kalabasa_hybrid,wet,30.7,81.0,5.9,70.2,organic,4,276.5,39,43,11,1,9,4,0.643
bottle_gourd,upo_round,dry,34.9,58.3,8.2,54.0,organic,4,491.4,84,27,9,0,9,5,0.526
sponge_gourd,patola,wet,29.2,83.6,4.7,73.8,mixed,4,812.7,100,77,29,1,27,18,0.64
sponge_gourd,patola_ridged,wet,30.3,86.3,6.3,66.1,mixed,5,757.3,100,68,30,1,30,17,0.583
bitter_gourd,ampalaya_bilog,dry,28.7,66.9,7.4,66.4,chemical,4,807.2,100,106,30,1,27,10,0.445
cucumber,pipino_native,dry,32.3,62.7,7.6,78.9,none,4,180.5,27,15,7,1,6,5,0.435
bottle_gourd,upo_long,wet,26.0,85.4,4.7,57.4,none,4,900.3,100,69,28,1,24,11,0.475
squash,kalabasa_native,dry,34.3,62.9,7.5,78.0,mixed,4,450.0,69,30,8,0,8,4,0.51
sponge_gourd,patola_ridged,dry,26.4,65.0,9.6,51.5,chemical,3,625.0,100,66,28,1,27,14,0.595
cucumber,pipino,wet,28.9,76.3,6.6,69.9,chemical,3,244.2,43,59,24,1,23,13,0.566
bitter_gourd,ampalaya_oblong,dry,32.7,57.2,7.7,62.7,mixed,4,448.5,79,32,8,0,4,4,0.505
bitter_gourd,ampalaya_oblong,wet,30.8,85.1,6.8,56.1,mixed,3,466.7,79,83,24,0,23,10,0.471
squash,kalabasa_hybrid,dry,29.7,66.0,8.4,58.7,none,4,586.6,98,100,27,0,25,11,0.438
cucumber,pipino,wet,26.5,76.9,5.3,77.8,chemical,4,254.5,44,33,17,1,16,11,0.58
bitter_gourd,ampalaya_hybrid,dry,24.1,58.6,9.9,52.0,chemical,3,312.7,58,27,8,1,4,3,0.401
bitter_gourd,ampalaya_oblong,wet,30.2,79.4,4.3,65.3,mixed,4,304.8,58,28,11,0,11,8,0.558
squash,kalabasa_native,wet,27.0,80.6,5.1,76.9,none,3,392.6,66,30,11,1,8,2,0.457
bitter_gourd,ampalaya_oblong,dry,33.4,67.1,8.1,54.5,mixed,5,227.6,31,6,2,1,2,2,0.75
squash,kalabasa_native,wet,31.7,86.7,5.1,73.6,mixed,4,387.4,61,53,21,1,17,6,0.485
bitter_gourd,ampalaya_bilog,wet,29.9,70.3,6.6,78.5,chemical,3,351.1,57,35,9,0,5,5,0.608
squash,kalabasa_hybrid,wet,29.1,73.1,4.3,56.4,organic,4,778.1,100,94,27,0,25,16,0.55
sponge_gourd,patola,dry,28.8,63.0,9.2,53.8,mixed,4,281.2,48,26,11,1,10,7,0.593
squash,kalabasa_hybrid,wet,28.1,86.2,6.8,55.8,chemical,3,837.8,100,94,29,1,28,14,0.526
squash,kalabasa,dry,31.5,70.5,7.7,63.6,organic,3,478.7,88,36,10,1,8,3,0.599
sponge_gourd,patola_ridged,dry,32.2,71.0,9.4,74.8,none,4,728.8,100,89,30,1,27,14,0.441
sponge_gourd,patola_ridged,dry,29.8,67.9,8.6,70.0,none,4,485.0,75,72,30,1,29,12,0.477
cucumber,pipino_native,dry,28.0,72.6,7.6,71.6,none,3,182.7,23,34,16,1,16,8,0.461
cucumber,pipino,wet,31.7,78.9,5.2,78.4,organic,4,223.6,41,44,18,1,16,10,0.61
sponge_gourd,patola_smooth,dry,24.1,59.1,9.3,74.3,mixed,4,704.8,100,56,24,0,20,9,0.41
sponge_gourd,patola,wet,28.9,70.2,6.0,56.9,mixed,4,439.1,74,66,29,1,25,18,0.66
squash,kalabasa_native,wet,28.6,86.1,5.8,63.6,none,4,744.8,100,98,25,1,22,10,0.427
bottle_gourd,upo_long,dry,33.2,68.8,7.2,79.6,chemical,3,423.9,63,44,16,0,12,7,0.473
bitter_gourd,ampalaya_oblong,dry,33.4,55.0,9.4,69.1,chemical,4,324.7,48,36,13,0,11,5,0.446
bottle_gourd,upo_smooth,dry,28.8,69.7,9.3,71.5,mixed,5,948.5,100,87,30,0,30,23,0.709
cucumber,pipino,dry,28.0,64.9,9.5,74.0,mixed,5,561.3,98,71,30,0,28,17,0.654
bitter_gourd,ampalaya_bilog,wet,29.5,72.4,5.7,76.6,organic,4,463.6,78,96,30,1,29,19,0.694
bottle_gourd,upo_long,wet,30.8,85.7,6.1,56.2,organic,4,605.7,94,75,22,1,22,12,0.55
squash,kalabasa_hybrid,wet,27.0,75.1,4.5,59.4,chemical,4,765.4,100,63,19,0,18,9,0.481
bitter_gourd,ampalaya_oblong,wet,26.6,80.9,5.9,76.3,organic,4,529.1,88,93,30,1,29,19,0.602
squash,kalabasa_hybrid,dry,33.6,71.4,9.9,64.5,none,3,604.1,95,58,20,1,17,9,0.409
squash,kalabasa,wet,29.4,87.3,4.2,54.8,none,3,668.0,100,75,20,0,16,3,0.317
bitter_gourd,ampalaya_oblong,dry,24.8,72.1,7.3,60.5,none,4,606.4,100,100,30,0,26,11,0.402
squash,kalabasa_native,dry,26.0,71.8,9.0,66.1,organic,4,346.7,52,13,5,1,1,1,0.678
bottle_gourd,upo_smooth,dry,31.5,59.6,7.6,65.2,mixed,4,305.7,55,15,7,1,7,4,0.573
sponge_gourd,patola_smooth,wet,27.6,89.3,6.9,69.5,mixed,4,481.3,87,80,30,0,28,15,0.547
bottle_gourd,upo_long,wet,28.7,74.5,5.6,70.8,none,4,487.0,82,31,13,0,9,4,0.36
cucumber,pipino_japanese,wet,27.2,73.3,4.9,74.6,mixed,4,447.4,80,41,24,1,22,11,0.609
bottle_gourd,upo_long,dry,28.4,74.1,8.8,73.4,chemical,4,421.6,65,3,1,0,1,0,0.579
cucumber,pipino,wet,31.6,70.0,5.5,50.5,none,2,153.7,26,18,10,1,6,1,0.382
bitter_gourd,ampalaya_hybrid,dry,29.9,61.1,8.6,71.9,chemical,2,104.2,15,4,1,0,1,1,0.386
bottle_gourd,upo_round,wet,27.9,80.8,4.5,52.7,mixed,4,533.9,81,50,20,0,17,9,0.544
bitter_gourd,ampalaya_hybrid,wet,26.9,85.5,4.9,70.2,none,4,317.5,55,59,15,1,15,4,0.37
sponge_gourd,patola_ridged,wet,31.9,86.0,5.8,65.5,none,3,505.0,83,29,11,1,8,5,0.319
bitter_gourd,ampalaya_oblong,wet,29.8,90.0,4.4,56.3,none,3,538.1,85,60,17,1,13,5,0.484
bottle_gourd,upo_round,wet,29.9,87.8,4.9,79.0,organic,4,717.0,100,93,30,1,29,18,0.582
cucumber,pipino_native,dry,25.4,56.5,9.7,53.4,mixed,5,810.1,100,58,30,1,27,16,0.653
sponge_gourd,patola_ridged,wet,27.0,72.0,6.2,55.9,none,3,512.0,84,76,27,1,25,7,0.372
squash,kalabasa_native,wet,26.3,89.4,6.8,55.5,none,4,1169.4,100,111,28,1,26,8,0.381
cucumber,pipino_japanese,wet,26.5,83.7,4.9,79.9,none,4,301.7,51,38,16,0,12,7,0.398
bitter_gourd,ampalaya_oblong,wet,28.7,86.4,5.8,50.8,chemical,4,376.7,56,76,19,1,17,10,0.555
squash,kalabasa_hybrid,dry,33.7,68.0,7.2,54.7,mixed,4,504.8,74,25,8,0,6,2,0.465
squash,kalabasa,dry,27.7,61.8,8.7,77.5,organic,4,492.5,79,11,3,1,2,0,0.594
sponge_gourd,patola_ridged,dry,33.5,62.7,7.3,73.5,none,4,299.6,47,40,15,1,12,4,0.391
sponge_gourd,patola_smooth,wet,29.9,85.7,4.4,58.2,organic,4,649.3,100,67,30,1,26,20,0.705
bitter_gourd,ampalaya_oblong,dry,29.4,72.6,8.9,51.5,chemical,5,472.4,81,67,21,1,18,11,0.683
cucumber,pipino_native,wet,28.1,74.3,4.8,76.3,none,3,154.1,30,3,2,1,1,1,0.344
squash,kalabasa,wet,27.0,88.2,4.3,59.5,none,3,501.5,75,43,12,1,10,5,0.365
cucumber,pipino_native,wet,27.4,89.6,6.2,64.3,organic,4,398.6,62,35,22,0,21,12,0.586
bitter_gourd,ampalaya_bilog,dry,25.4,57.9,9.1,62.3,none,3,268.9,41,31,10,1,9,4,0.358
bitter_gourd,ampalaya_bilog,wet,28.5,72.2,6.5,58.1,organic,5,679.0,100,108,30,0,26,15,0.668
sponge_gourd,patola_ridged,wet,31.6,79.0,6.4,72.9,organic,3,436.4,69,50,20,1,17,10,0.592
squash,kalabasa_native,dry,31.1,67.5,9.0,67.9,organic,4,661.4,100,51,15,0,14,8,0.578
squash,kalabasa_native,wet,26.3,72.6,5.3,51.8,none,4,445.9,72,5,2,1,1,1,0.509
sponge_gourd,patola_ridged,dry,29.7,64.8,8.6,68.1,chemical,3,257.0,44,46,16,1,12,6,0.463
cucumber,pipino_native,wet,30.8,78.6,6.7,72.8,mixed,5,219.8,29,13,6,0,4,3,0.525
bitter_gourd,ampalaya_bilog,wet,27.8,70.1,6.8,73.8,organic,4,190.0,21,16,4,1,4,4,0.731
squash,kalabasa_hybrid,wet,26.2,88.6,6.6,52.8,none,3,296.0,51,3,1,0,1,1,0.329
cucumber,pipino_native,wet,26.7,88.8,5.7,59.0,none,4,527.2,91,72,30,0,27,7,0.3
cucumber,pipino_japanese,dry,34.1,58.2,8.4,71.9,chemical,3,324.4,54,43,18,0,14,3,0.352
bitter_gourd,ampalaya_oblong,wet,28.0,75.3,4.9,68.7,organic,5,547.8,86,88,24,0,21,10,0.556
cucumber,pipino_japanese,wet,28.9,70.5,5.1,78.9,mixed,4,550.5,93,56,30,1,27,15,0.635
squash,kalabasa,dry,27.3,74.4,9.8,63.6,chemical,3,344.5,60,4,1,1,1,1,0.504
cucumber,pipino_japanese,dry,31.1,74.9,7.8,66.0,mixed,4,227.3,38,28,17,0,16,9,0.518
bitter_gourd,ampalaya_bilog,wet,26.2,86.7,5.0,78.9,organic,4,360.4,58,43,17,1,14,12,0.702
cucumber,pipino,wet,29.9,85.4,5.8,75.7,none,3,432.8,81,68,30,1,26,7,0.358
sponge_gourd,patola_ridged,wet,27.3,82.3,6.5,79.3,organic,4,710.1,100,59,23,0,23,13,0.572
bitter_gourd,ampalaya_hybrid,dry,28.4,58.5,7.3,69.5,mixed,4,305.1,50,23,7,1,5,1,0.633
squash,kalabasa_native,dry,31.3,72.2,8.7,68.4,mixed,4,1078.4,100,78,28,0,28,17,0.56
cucumber,pipino_native,dry,31.4,74.3,7.7,72.3,none,3,207.8,35,22,14,1,13,3,0.385
bottle_gourd,upo_long,dry,25.2,57.3,9.2,78.9,organic,4,538.6,93,42,17,1,15,8,0.581
cucumber,pipino_japanese,dry,31.6,55.3,7.6,72.4,mixed,3,267.8,55,19,9,0,9,6,0.494
cucumber,pipino_native,dry,33.9,58.3,8.5,50.9,organic,5,198.4,34,35,18,0,17,8,0.56
squash,kalabasa_native,dry,32.8,55.5,9.9,58.4,none,4,556.7,96,78,26,0,22,8,0.3
bottle_gourd,upo_round,wet,31.3,71.0,4.3,54.0,chemical,2,328.5,55,27,11,1,10,2,0.388
squash,kalabasa_native,wet,30.5,86.5,6.8,74.4,organic,4,347.9,63,34,9,1,8,3,0.513
bitter_gourd,ampalaya_oblong,dry,25.7,69.6,9.8,72.8,none,3,413.2,75,24,7,0,6,2,0.304
cucumber,pipino,wet,28.5,83.4,4.8,57.2,organic,3,222.5,39,25,16,1,13,7,0.583
bitter_gourd,ampalaya_bilog,dry,33.9,63.4,8.8,72.4,organic,4,594.1,100,107,30,0,28,15,0.48
squash,kalabasa_hybrid,dry,30.5,68.9,8.9,54.2,chemical,4,613.7,97,66,20,1,17,10,0.522
bitter_gourd,ampalaya_bilog,wet,28.6,84.0,5.1,68.3,organic,4,270.2,42,24,8,1,5,2,0.615
sponge_gourd,patola_ridged,dry,33.9,71.7,8.4,63.6,mixed,4,364.1,63,7,3,0,3,2,0.477
squash,kalabasa,dry,25.1,62.8,8.4,79.9,organic,4,569.3,99,93,29,1,27,18,0.599
bitter_gourd,ampalaya_bilog,wet,30.9,78.6,6.5,64.0,none,4,285.2,50,3,1,0,1,0,0.355
bottle_gourd,upo_round,wet,28.0,87.7,4.2,66.5,mixed,4,875.2,100,55,26,1,23,13,0.567
bitter_gourd,ampalaya_bilog,wet,27.9,77.7,4.3,50.1,chemical,3,228.7,36,21,8,1,7,1,0.455
squash,kalabasa_native,dry,33.2,68.8,8.9,66.4,none,4,468.7,87,38,14,1,13,3,0.383
squash,kalabasa_hybrid,wet,26.4,71.2,6.3,74.3,organic,4,905.5,100,112,30,1,26,17,0.725
bitter_gourd,ampalaya_hybrid,wet,28.6,75.5,6.6,77.7,chemical,4,487.0,81,80,30,1,30,19,0.622
bitter_gourd,ampalaya_bilog,wet,29.7,74.8,5.5,53.8,chemical,4,387.8,60,48,17,1,14,6,0.582
cucumber,pipino,wet,31.9,89.4,5.5,50.7,chemical,3,220.8,39,35,21,1,18,9,0.506
squash,kalabasa_native,dry,34.9,66.3,9.0,58.4,none,4,570.1,90,82,23,1,23,9,0.382
bottle_gourd,upo_round,dry,31.6,59.4,8.8,70.1,chemical,4,975.0,100,93,30,1,30,13,0.498
bottle_gourd,upo_smooth,wet,28.4,83.6,4.6,51.1,chemical,4,633.9,100,66,21,1,21,10,0.526
squash,kalabasa,dry,29.1,66.0,8.3,63.1,chemical,3,532.8,85,69,20,1,16,11,0.546
squash,kalabasa_native,wet,29.9,82.9,6.8,75.8,chemical,5,622.5,98,28,9,0,5,3,0.477
cucumber,pipino_japanese,dry,34.6,68.7,8.9,54.4,organic,4,358.6,61,24,12,0,12,4,0.497
bitter_gourd,ampalaya_bilog,wet,31.2,88.7,6.0,59.5,mixed,4,727.7,100,115,29,1,28,16,0.588
sponge_gourd,patola,wet,26.1,87.9,6.1,54.7,chemical,4,664.9,100,61,30,0,26,10,0.477
cucumber,pipino_japanese,wet,29.9,85.0,4.5,64.4,none,3,346.2,65,49,22,1,19,6,0.423
sponge_gourd,patola_smooth,dry,28.4,58.3,9.0,51.7,mixed,4,474.8,85,27,10,1,10,7,0.515
squash,kalabasa_native,wet,28.6,72.8,6.0,80.0,organic,4,743.6,100,99,30,1,27,18,0.617
bottle_gourd,upo_round,wet,30.8,80.5,4.9,74.8,organic,4,556.0,96,75,25,1,22,12,0.563
squash,kalabasa_native,dry,33.2,55.9,7.7,63.5,chemical,3,338.8,61,25,7,1,5,2,0.446
sponge_gourd,patola_ridged,dry,34.7,57.9,9.8,54.1,chemical,4,805.2,100,75,30,1,28,13,0.483
sponge_gourd,patola_smooth,dry,32.7,58.1,8.5,72.3,none,3,463.3,77,28,10,0,9,5,0.3
cucumber,pipino,wet,27.1,75.7,5.2,50.4,mixed,4,198.3,42,2,1,1,1,0,0.58
sponge_gourd,patola_smooth,wet,28.9,87.8,4.8,67.3,mixed,4,421.9,71,27,13,1,12,10,0.663
squash,kalabasa_hybrid,wet,30.4,74.2,4.3,79.4,mixed,5,1218.1,100,119,30,0,29,19,0.62
sponge_gourd,patola,dry,27.9,65.8,8.3,78.4,mixed,4,234.1,37,3,1,0,1,1,0.553
squash,kalabasa_hybrid,dry,30.3,70.1,7.8,66.9,mixed,4,954.2,100,77,30,1,27,19,0.616
sponge_gourd,patola_smooth,dry,25.2,60.5,8.1,56.9,organic,4,296.4,59,19,7,0,7,6,0.529
cucumber,pipino,dry,34.0,67.8,7.5,57.6,chemical,4,266.6,40,37,19,1,16,10,0.581
sponge_gourd,patola_smooth,dry,25.9,65.6,7.9,75.4,none,5,613.1,100,65,23,1,22,11,0.464
squash,kalabasa_hybrid,wet,31.4,70.6,5.5,58.2,none,3,621.5,98,91,25,0,21,7,0.363
cucumber,pipino,dry,25.9,62.7,7.4,61.8,chemical,3,415.5,67,61,29,0,29,12,0.376
bitter_gourd,ampalaya_hybrid,wet,30.2,76.2,4.6,51.1,none,4,801.6,100,106,29,0,29,11,0.373
bottle_gourd,upo_round,dry,30.9,55.3,7.4,71.7,none,4,413.2,79,3,1,0,1,1,0.359
bitter_gourd,ampalaya_oblong,wet,28.8,79.9,6.8,62.0,mixed,4,427.4,68,39,13,0,12,6,0.451
bottle_gourd,upo_round,dry,25.1,70.2,7.5,53.2,organic,4,587.8,100,88,30,0,28,16,0.495
bitter_gourd,ampalaya_hybrid,wet,29.7,78.1,6.7,58.3,mixed,4,794.4,100,88,30,0,30,20,0.604
squash,kalabasa,dry,34.6,71.2,10.0,54.2,none,4,421.1,75,72,20,1,18,8,0.434
cucumber,pipino,dry,28.3,59.9,9.1,66.2,chemical,3,162.8,19,13,8,1,4,4,0.482
sponge_gourd,patola,dry,28.3,71.2,8.7,76.5,organic,4,626.3,100,37,18,1,16,12,0.623
sponge_gourd,patola,wet,30.6,77.5,5.4,53.0,mixed,4,799.5,100,76,30,1,30,21,0.685
bitter_gourd,ampalaya_bilog,dry,29.5,62.4,9.3,60.0,organic,5,729.1,100,117,30,1,28,19,0.698
squash,kalabasa,wet,29.2,70.0,4.4,56.0,mixed,4,930.8,100,69,25,0,21,10,0.564
squash,kalabasa_native,wet,28.8,76.2,6.4,51.0,organic,4,836.5,100,109,28,1,27,19,0.628
bitter_gourd,ampalaya_bilog,wet,31.0,79.9,7.0,64.8,organic,3,199.5,29,30,9,0,6,2,0.489
cucumber,pipino_native,dry,25.2,58.0,9.1,71.6,chemical,4,344.3,59,50,26,0,26,15,0.514
sponge_gourd,patola,dry,31.6,61.6,7.2,58.8,organic,5,858.4,100,85,30,1,29,20,0.66
cucumber,pipino_native,dry,24.1,68.5,8.9,62.2,none,4,666.9,100,52,30,1,26,17,0.569
bitter_gourd,ampalaya_oblong,wet,29.6,77.1,6.4,53.8,none,4,691.4,100,86,30,1,28,10,0.413
