plant_type,plant_age,temperature,humidity,sunlight_hours,soil_ph,soil_type,watering_frequency,fertilizer_type,fertilizer_frequency,pest_control,height,leaf_count,stem_thickness,health_rating,male_flowers,female_flowers
kalabasa,26,24.5,90.5,10.1,5.6,loamy,4,organic,1,intensive,120.9,64,15.5,2,12,1
upo_smooth,93,26.2,78.4,11.7,6.2,sandy,5,chemical,4,as-needed,146.5,74,10.2,4,32,12
upo_smooth,32,24.0,67.6,7.6,6.2,loamy,5,organic,3,as-needed,418.3,45,21.9,4,50,22
patola,55,29.7,53.6,6.6,6.4,clay,5,none,1,as-needed,273.6,72,11.5,5,19,13
ampalaya_bilog,47,27.5,65.6,6.7,6.2,loamy,5,organic,4,none,205.2,15,5.5,5,39,20
cucumber,91,15.3,76.8,7.8,6.8,loamy,2,organic,2,as-needed,69.5,45,9.0,4,23,12
patola,44,25.6,84.8,7.9,6.6,loamy,3,organic,4,as-needed,303.7,77,21.4,4,27,13
ampalaya_bilog,72,29.8,78.1,11.4,6.7,sandy,5,mixed,2,regular,317.0,41,17.0,3,33,12
ampalaya_bilog,57,37.4,47.8,7.2,6.2,loamy,5,organic,2,regular,318.9,26,10.1,5,33,6
upo_smooth,36,39.9,86.7,7.3,6.3,clay,5,chemical,0,as-needed,428.0,41,20.6,3,18,9
patola,29,36.4,72.2,7.9,6.1,loamy,6,chemical,1,as-needed,113.4,72,19.9,3,6,1
patola,88,25.3,70.8,7.3,6.1,loamy,4,organic,4,intensive,349.5,25,19.6,3,21,9
kalabasa,21,29.5,76.2,7.0,6.4,loamy,7,chemical,0,intensive,299.4,56,24.2,3,11,7
upo_smooth,68,24.5,60.7,4.8,6.0,clay,6,chemical,3,regular,282.4,25,10.6,3,25,27
upo_smooth,33,28.8,72.6,8.0,6.1,sandy,5,chemical,3,none,422.4,48,18.0,1,11,7
patola,75,22.1,91.1,4.1,6.2,sandy,8,organic,1,as-needed,222.9,40,23.1,2,10,4
patola,97,25.5,72.9,7.5,6.4,silty,5,mixed,2,intensive,310.8,62,6.7,4,28,7
patola,33,20.3,60.9,10.3,6.6,loamy,5,mixed,0,as-needed,147.8,16,20.2,5,24,8
ampalaya_bilog,42,27.6,77.7,7.2,6.0,loamy,4,organic,3,as-needed,207.5,40,19.8,5,49,21
ampalaya_bilog,26,22.8,81.4,5.4,6.7,silty,5,organic,2,as-needed,161.7,76,7.3,3,21,10
upo_smooth,47,18.3,74.5,7.0,7.0,loamy,4,organic,2,regular,352.6,64,18.4,4,41,5
kalabasa,87,30.0,48.6,6.9,6.2,loamy,6,chemical,2,as-needed,497.4,19,16.7,4,10,11
ampalaya_bilog,37,38.4,71.4,8.5,6.1,loamy,6,chemical,2,regular,176.3,30,21.2,4,23,19
upo_smooth,50,25.0,75.8,3.4,5.9,sandy,6,organic,2,as-needed,389.2,65,12.7,2,14,8
cucumber,37,35.2,69.6,6.6,6.5,clay,2,mixed,2,as-needed,108.7,52,18.9,5,33,8
upo_smooth,72,24.6,83.0,4.5,6.5,loamy,4,chemical,2,intensive,191.4,25,6.1,4,36,21
patola,48,33.2,76.3,7.0,5.1,clay,5,chemical,4,as-needed,132.5,53,7.0,4,37,13
cucumber,42,20.3,44.8,6.7,6.6,loamy,5,organic,2,regular,91.7,59,24.0,2,29,5
upo_smooth,30,27.1,49.4,6.6,6.1,clay,5,none,3,intensive,172.2,60,13.9,4,19,2
kalabasa,104,19.8,61.6,6.8,6.4,loamy,6,organic,4,intensive,254.1,47,23.5,4,16,10
kalabasa,40,27.7,84.9,6.7,6.3,loamy,4,organic,0,regular,287.5,19,17.7,4,46,10
ampalaya_bilog,55,24.3,74.3,6.1,5.2,silty,6,chemical,0,as-needed,161.5,49,10.2,2,13,11
upo_smooth,52,35.5,62.1,6.4,6.6,sandy,3,organic,2,intensive,235.1,75,14.2,5,46,19
upo_smooth,53,24.4,63.9,7.6,6.1,loamy,7,chemical,1,regular,415.2,40,21.7,3,39,22
cucumber,35,20.8,70.3,7.7,6.1,loamy,7,organic,2,regular,264.2,13,20.0,3,35,18
upo_smooth,60,30.0,61.1,6.5,6.7,loamy,2,organic,1,as-needed,292.2,78,13.0,3,39,14
cucumber,37,23.1,74.8,6.9,6.1,loamy,3,organic,1,as-needed,69.2,10,22.4,4,46,32
upo_smooth,109,24.8,83.5,6.8,6.8,silty,8,mixed,1,none,379.7,31,11.8,2,11,13
ampalaya_bilog,77,29.1,48.9,4.7,6.3,sandy,4,none,1,as-needed,296.3,74,21.5,3,14,1
ampalaya_bilog,42,18.5,72.5,6.5,6.6,loamy,5,none,2,as-needed,140.0,56,23.2,3,17,1
patola,60,26.7,71.0,7.8,6.7,silty,4,mixed,4,regular,216.1,52,12.3,5,38,17
patola,53,39.0,75.1,8.4,6.1,loamy,5,none,1,regular,284.2,33,7.9,5,15,5
patola,57,29.2,51.8,6.7,6.0,loamy,4,mixed,4,as-needed,182.0,62,22.8,4,37,18
cucumber,41,35.7,69.8,5.6,6.1,sandy,5,mixed,1,regular,111.4,11,21.6,3,33,11
ampalaya_bilog,58,15.2,45.4,9.3,7.7,silty,8,mixed,1,regular,132.1,66,22.8,5,26,4
patola,56,15.2,60.6,10.7,6.1,silty,5,organic,3,as-needed,185.0,67,19.8,4,20,6
patola,65,28.6,66.3,6.1,6.2,silty,4,organic,2,regular,206.1,69,11.5,4,29,20
kalabasa,39,21.9,77.2,7.8,6.5,sandy,4,chemical,2,regular,144.1,43,22.0,5,40,9
upo_smooth,55,21.4,45.1,7.0,5.7,sandy,8,mixed,2,intensive,336.7,62,18.6,4,35,7
ampalaya_bilog,41,16.1,67.4,9.8,6.8,loamy,4,chemical,1,regular,176.1,55,9.8,2,6,5
ampalaya_bilog,47,21.4,63.9,7.1,6.7,loamy,5,none,2,as-needed,196.9,71,14.2,1,8,1
cucumber,48,22.1,66.5,7.2,6.5,loamy,5,chemical,3,intensive,206.5,28,14.3,4,42,22
upo_smooth,69,24.4,67.2,11.6,6.0,sandy,4,none,3,intensive,430.7,59,17.9,5,33,17
patola,47,30.7,71.4,8.2,5.3,clay,2,chemical,4,none,169.0,63,6.9,4,22,12
kalabasa,27,29.5,58.5,5.2,6.3,silty,6,mixed,0,as-needed,187.1,31,8.4,2,21,6
kalabasa,38,31.3,40.2,8.4,6.4,silty,5,none,3,regular,342.4,64,18.8,5,29,5
patola,53,16.3,75.9,7.7,6.4,loamy,2,none,2,regular,187.1,71,17.9,3,2,5
ampalaya_bilog,57,25.5,95.0,8.7,7.8,sandy,7,chemical,0,intensive,215.2,28,20.3,5,16,11
upo_smooth,67,26.8,78.0,6.1,6.6,sandy,3,mixed,1,none,305.8,76,21.7,5,46,30
cucumber,57,23.1,57.6,6.9,6.7,loamy,2,none,0,intensive,274.1,13,12.2,4,28,7
cucumber,45,21.9,64.7,8.7,6.1,loamy,6,chemical,2,regular,135.3,24,19.7,4,35,20
patola,58,30.9,61.6,6.1,6.8,sandy,3,mixed,4,regular,250.7,73,7.2,5,41,17
kalabasa,61,29.1,67.9,7.7,5.8,silty,7,organic,3,none,213.0,51,18.6,3,25,10
upo_smooth,33,26.7,77.5,6.4,6.0,silty,4,organic,3,as-needed,184.5,18,15.6,1,12,14
ampalaya_bilog,80,38.8,73.8,6.6,6.2,loamy,6,none,2,as-needed,137.7,68,18.9,2,1,1
upo_smooth,41,26.9,71.6,7.8,6.3,sandy,5,mixed,2,as-needed,286.2,60,5.0,5,51,29
patola,53,16.1,67.3,7.3,5.8,clay,7,chemical,2,as-needed,370.8,38,8.0,1,4,1
kalabasa,56,24.3,68.8,10.8,6.3,loamy,6,chemical,1,as-needed,284.5,47,21.1,3,23,8
cucumber,45,26.7,70.8,6.2,6.6,clay,2,chemical,4,regular,150.1,71,22.6,4,35,23
kalabasa,91,29.8,57.2,8.9,6.1,sandy,6,chemical,1,as-needed,254.1,21,13.8,5,24,11
cucumber,77,28.0,67.9,6.4,6.4,sandy,6,mixed,3,regular,259.6,53,20.8,3,34,12
patola,31,28.2,74.1,6.2,7.7,loamy,2,chemical,2,regular,247.1,77,7.4,3,17,8
cucumber,79,19.0,78.6,6.9,6.1,clay,4,mixed,0,intensive,225.3,29,20.2,5,27,12
ampalaya_bilog,59,28.5,73.7,5.4,6.6,loamy,5,organic,3,regular,255.2,45,14.2,4,40,24
ampalaya_bilog,39,26.9,65.3,6.0,6.7,loamy,6,organic,3,as-needed,99.4,21,8.8,3,34,11
patola,46,26.0,70.7,7.9,6.1,loamy,4,organic,2,as-needed,203.8,16,24.6,4,33,15
ampalaya_bilog,48,34.8,66.0,8.8,6.1,loamy,4,mixed,1,as-needed,238.8,47,6.2,2,17,15
kalabasa,56,30.5,64.6,6.7,7.4,clay,5,chemical,3,intensive,388.1,16,12.1,2,24,5
kalabasa,51,29.9,74.8,6.9,7.6,loamy,8,organic,4,regular,492.0,75,18.4,4,30,7
cucumber,27,38.7,62.4,8.5,6.5,silty,3,organic,4,regular,213.0,33,17.6,4,32,13
ampalaya_bilog,50,26.1,76.7,7.3,7.7,loamy,4,organic,2,intensive,313.0,31,22.3,4,31,21
kalabasa,100,27.2,76.7,7.9,6.2,loamy,4,none,2,as-needed,476.8,58,10.1,3,10,6
upo_smooth,88,35.0,63.5,7.7,6.4,silty,8,chemical,2,regular,148.6,30,24.7,4,35,14
ampalaya_bilog,29,26.3,41.1,7.0,6.8,silty,3,organic,2,as-needed,281.6,46,16.4,5,26,13
ampalaya_bilog,26,28.2,87.6,7.5,5.8,clay,5,organic,2,regular,181.2,19,13.6,4,32,15
ampalaya_bilog,41,34.4,65.8,6.2,6.2,loamy,3,organic,0,intensive,217.3,37,15.7,4,37,16
ampalaya_bilog,84,19.0,69.0,6.9,5.4,sandy,5,organic,2,regular,156.2,22,20.5,5,22,11
cucumber,48,23.0,55.5,8.0,6.2,sandy,5,mixed,1,as-needed,207.1,30,5.8,3,31,16
upo_smooth,50,28.1,62.8,7.0,6.7,clay,8,none,2,regular,255.3,28,25.0,5,45,19
kalabasa,48,22.1,64.5,9.8,6.3,silty,5,chemical,3,intensive,377.8,50,18.7,4,40,14
kalabasa,27,30.6,79.3,6.5,7.3,silty,7,chemical,3,regular,436.4,18,11.6,3,16,13
upo_smooth,82,27.3,70.4,6.0,6.8,clay,7,chemical,3,none,159.5,18,14.8,3,30,14
patola,50,30.3,83.7,6.8,6.2,sandy,5,none,4,as-needed,328.0,14,15.7,3,16,6
cucumber,46,25.1,62.4,3.2,7.7,clay,4,chemical,2,regular,99.1,20,6.6,3,20,9
cucumber,29,27.5,77.8,6.2,5.8,loamy,3,mixed,1,as-needed,92.6,40,5.9,4,31,20
kalabasa,84,27.7,64.6,6.3,6.4,silty,4,organic,2,regular,159.7,49,18.9,5,34,8
cucumber,25,15.7,76.7,5.5,6.8,loamy,7,chemical,2,intensive,108.1,49,15.9,2,11,6
patola,54,25.4,88.8,7.5,5.4,loamy,6,organic,1,none,280.9,40,10.2,3,13,12
patola,84,30.8,54.8,6.6,5.6,loamy,3,chemical,1,none,346.7,63,18.3,1,10,1
cucumber,43,25.3,83.0,6.3,6.0,sandy,6,organic,4,none,93.8,10,9.3,4,29,23
cucumber,50,24.2,60.2,7.8,7.0,loamy,4,mixed,2,regular,79.3,32,7.8,4,37,25
upo_smooth,48,30.3,77.6,5.4,7.5,loamy,4,mixed,4,intensive,165.5,72,11.6,1,17,1
ampalaya_bilog,47,26.9,90.5,8.0,6.4,loamy,3,organic,4,none,297.3,33,23.0,5,35,16
kalabasa,77,39.0,67.4,7.4,6.6,silty,5,organic,2,intensive,424.5,45,18.6,4,34,10
ampalaya_bilog,42,31.9,43.8,6.4,7.6,sandy,5,organic,3,regular,91.8,45,7.8,5,33,16
cucumber,47,24.5,68.5,8.0,6.1,loamy,4,mixed,2,regular,191.0,17,16.2,3,34,18
ampalaya_bilog,45,26.2,72.1,8.2,6.7,loamy,4,chemical,2,as-needed,227.7,67,5.6,4,25,13
upo_smooth,56,27.4,64.7,6.7,6.5,silty,5,chemical,1,as-needed,128.6,58,11.2,3,43,14
upo_smooth,63,18.2,63.0,5.4,7.4,loamy,3,mixed,1,none,217.8,38,20.2,5,36,16
ampalaya_bilog,42,25.9,91.2,6.9,6.2,clay,6,organic,0,regular,225.0,38,17.9,4,27,9
ampalaya_bilog,42,27.9,71.2,7.4,6.2,clay,4,none,0,as-needed,278.4,59,20.8,3,14,8
cucumber,46,21.4,55.3,7.2,6.5,loamy,7,mixed,1,as-needed,121.9,62,11.9,4,34,19
patola,60,29.2,60.5,11.2,7.3,loamy,2,none,2,none,349.6,43,9.7,2,10,5
ampalaya_bilog,66,29.7,78.7,6.2,6.2,loamy,4,organic,4,as-needed,278.6,75,22.5,3,19,14
cucumber,42,32.9,77.2,7.2,6.2,loamy,3,chemical,2,as-needed,251.8,48,6.4,2,21,10
ampalaya_bilog,54,31.0,78.1,8.0,6.5,loamy,2,chemical,2,as-needed,308.5,30,15.5,4,32,17
ampalaya_bilog,54,28.9,53.3,10.0,6.4,loamy,5,chemical,3,none,161.1,29,7.9,3,22,4
ampalaya_bilog,40,37.2,70.7,7.1,6.3,loamy,5,organic,4,as-needed,308.3,25,8.8,4,29,15
kalabasa,39,30.2,70.3,7.8,6.3,loamy,5,mixed,0,as-needed,339.4,20,5.0,1,14,4
cucumber,39,26.9,66.8,7.1,6.5,loamy,4,chemical,2,intensive,148.1,38,24.6,3,33,19
cucumber,77,27.6,40.7,9.6,6.1,loamy,4,chemical,2,as-needed,74.3,27,9.4,1,8,7
upo_smooth,55,27.3,73.2,11.7,6.3,loamy,2,chemical,1,intensive,187.3,47,19.7,5,50,19
patola,62,36.8,66.9,6.5,6.6,loamy,4,mixed,0,intensive,158.3,29,12.2,5,26,12
patola,58,22.5,75.2,7.3,6.1,loamy,5,chemical,1,as-needed,311.3,39,23.8,1,7,3
kalabasa,50,37.2,70.5,7.2,6.2,silty,7,organic,2,regular,143.6,18,15.9,1,13,4
cucumber,42,23.3,63.8,4.5,6.8,clay,7,organic,2,regular,268.9,37,10.8,3,28,16
ampalaya_bilog,51,32.3,64.5,7.2,6.1,clay,5,organic,2,as-needed,229.0,72,16.4,4,34,16
upo_smooth,90,37.3,75.9,10.4,7.8,clay,6,none,2,regular,395.7,12,23.8,1,14,5
kalabasa,48,36.0,43.1,7.8,5.5,silty,3,organic,1,as-needed,481.6,49,6.8,5,11,10
cucumber,81,17.6,50.6,5.3,6.6,loamy,4,chemical,2,regular,105.5,77,11.6,3,11,7
kalabasa,50,27.0,65.3,7.3,6.2,loamy,7,organic,1,regular,497.2,77,9.4,3,29,12
patola,51,27.8,59.1,6.9,5.8,silty,4,chemical,2,regular,300.8,32,19.3,4,30,11
patola,31,38.5,68.7,6.5,6.7,clay,4,mixed,2,as-needed,154.5,73,13.5,5,21,5
upo_smooth,49,17.2,75.7,8.7,6.2,sandy,4,organic,2,as-needed,268.0,48,24.6,4,25,19
upo_smooth,58,22.0,66.5,6.7,6.3,loamy,6,chemical,2,regular,278.9,66,6.0,5,55,22
kalabasa,61,31.8,79.7,11.9,6.1,loamy,5,organic,3,regular,244.4,66,14.8,2,24,5
ampalaya_bilog,92,35.6,61.9,7.2,7.9,loamy,2,chemical,0,none,142.7,42,13.7,4,12,9
upo_smooth,31,16.2,61.3,4.1,6.1,silty,8,organic,2,regular,245.6,21,13.7,4,17,10
patola,56,29.4,63.9,3.6,6.1,loamy,4,mixed,1,as-needed,382.0,52,17.3,5,18,9
upo_smooth,53,39.1,76.6,10.4,6.0,loamy,5,chemical,1,as-needed,415.3,71,16.8,4,27,10
kalabasa,103,18.8,64.9,11.2,6.1,loamy,2,mixed,2,as-needed,325.3,57,17.2,4,12,1
cucumber,26,25.4,69.2,9.7,6.8,sandy,5,organic,2,as-needed,137.0,40,5.4,4,35,22
ampalaya_bilog,45,29.5,66.3,6.8,6.9,loamy,5,chemical,2,as-needed,221.6,51,15.9,3,29,13
ampalaya_bilog,99,33.7,48.7,6.3,6.6,silty,2,none,2,as-needed,170.2,48,7.0,4,18,1
patola,53,19.7,73.5,7.6,5.2,loamy,5,organic,3,regular,248.5,78,22.7,4,15,10
upo_smooth,54,16.9,69.6,3.1,6.2,loamy,6,organic,4,as-needed,190.7,52,22.9,4,24,9
upo_smooth,55,21.6,70.0,7.8,6.2,loamy,5,none,3,as-needed,344.2,41,14.5,5,31,11
cucumber,37,26.5,68.3,7.3,6.4,silty,6,organic,3,as-needed,264.3,66,23.2,4,33,24
cucumber,31,26.4,58.0,7.3,6.3,clay,4,chemical,2,as-needed,242.0,70,9.1,3,40,11
upo_smooth,65,26.5,75.2,6.0,6.3,loamy,2,organic,1,intensive,258.4,12,7.8,2,24,14
kalabasa,51,25.1,61.5,6.3,6.1,clay,5,mixed,2,as-needed,161.7,68,13.3,5,39,10
ampalaya_bilog,56,19.8,46.0,7.6,6.1,loamy,6,organic,3,regular,95.2,26,15.9,4,22,10
patola,62,25.5,67.3,4.1,6.7,clay,5,chemical,1,as-needed,173.3,78,17.7,5,32,10
cucumber,50,24.1,55.7,7.4,6.1,clay,4,organic,2,intensive,98.2,66,23.6,2,18,16
patola,83,25.7,78.9,11.2,6.2,sandy,6,organic,3,as-needed,296.0,18,6.8,2,14,8
upo_smooth,65,27.7,93.9,7.5,6.3,loamy,5,none,2,regular,439.4,51,23.8,5,42,9
ampalaya_bilog,82,38.8,53.5,6.3,6.1,loamy,5,none,1,as-needed,178.5,57,15.6,3,9,3
ampalaya_bilog,55,29.8,76.2,7.2,6.7,sandy,6,chemical,1,as-needed,157.7,47,6.0,2,17,10
patola,25,16.9,49.8,6.7,6.3,clay,4,none,2,regular,361.4,13,21.2,2,6,3
upo_smooth,52,36.3,58.1,7.9,6.3,clay,4,mixed,3,regular,326.3,14,18.9,4,30,12
cucumber,23,19.2,78.2,11.9,6.2,clay,4,chemical,2,regular,67.6,34,18.1,3,15,9
patola,46,28.1,73.5,7.7,6.8,sandy,3,chemical,3,intensive,356.4,73,6.9,4,24,17
upo_smooth,40,27.4,43.3,7.9,6.8,loamy,2,organic,2,none,216.0,13,14.5,3,24,6
ampalaya_bilog,39,27.8,44.5,4.7,6.8,clay,2,chemical,2,none,310.9,40,24.9,3,13,7
kalabasa,26,24.3,51.2,7.2,6.6,sandy,6,organic,1,regular,168.0,25,14.0,3,21,16
ampalaya_bilog,95,25.6,75.0,3.7,6.8,clay,5,organic,2,none,242.7,73,17.3,5,10,7
kalabasa,25,32.0,77.8,6.4,6.3,silty,4,organic,0,intensive,513.9,14,13.3,3,21,12
cucumber,50,27.0,73.8,6.0,7.8,sandy,4,chemical,3,regular,133.2,15,23.6,2,24,14
patola,50,23.9,65.6,7.4,6.1,loamy,4,organic,2,intensive,379.2,34,10.9,4,23,13
patola,46,34.8,79.4,9.3,6.1,sandy,5,none,1,as-needed,241.3,27,14.5,3,3,6
patola,32,25.0,48.7,5.3,7.0,loamy,5,organic,1,regular,283.6,16,24.2,4,9,10
patola,86,28.2,76.7,5.2,6.5,loamy,6,mixed,2,regular,183.3,77,10.5,5,24,12
upo_smooth,51,24.7,63.9,4.7,6.1,loamy,4,chemical,0,regular,233.5,74,22.0,3,35,24
patola,45,30.4,69.9,11.2,6.5,loamy,4,organic,2,none,362.6,22,19.9,3,19,4
kalabasa,81,22.6,87.3,7.5,6.8,silty,3,organic,2,as-needed,256.9,22,6.0,4,35,9
ampalaya_bilog,26,39.3,66.8,6.0,7.5,loamy,2,organic,2,regular,239.8,26,15.1,5,20,11
upo_smooth,49,31.0,54.7,5.9,6.4,loamy,4,chemical,0,regular,313.9,29,8.6,2,33,18
kalabasa,61,29.1,70.6,3.2,7.8,loamy,3,organic,2,as-needed,371.1,78,6.5,2,6,5
ampalaya_bilog,60,29.2,76.1,10.1,6.1,sandy,4,mixed,1,as-needed,322.8,11,20.7,3,26,9
ampalaya_bilog,35,21.6,83.1,7.4,6.5,clay,4,organic,3,as-needed,221.1,59,25.0,3,32,11
kalabasa,62,34.6,74.6,6.2,6.2,silty,8,organic,3,regular,522.4,19,18.4,3,30,8
upo_smooth,107,39.4,49.2,7.0,6.4,loamy,3,chemical,4,none,345.5,40,10.9,5,31,1
patola,55,37.0,68.3,7.6,5.8,loamy,7,organic,4,as-needed,242.5,31,13.4,5,15,11
patola,61,29.2,62.9,7.3,5.8,loamy,5,organic,3,regular,272.7,27,6.0,3,26,18
patola,57,26.7,44.0,7.7,6.2,clay,6,organic,0,as-needed,305.5,45,14.8,2,15,5
patola,30,29.6,63.1,5.2,6.3,silty,5,organic,2,intensive,289.0,59,11.3,3,21,6
cucumber,50,24.0,79.6,8.1,6.3,sandy,6,chemical,1,as-needed,231.9,54,19.7,4,36,20
ampalaya_bilog,71,34.7,71.2,6.8,6.0,clay,3,organic,1,none,215.7,25,24.8,4,30,10
patola,47,25.2,62.7,7.4,6.3,loamy,3,organic,3,regular,203.7,52,14.6,5,28,24
cucumber,47,25.7,74.7,7.2,5.6,loamy,5,mixed,4,regular,265.9,29,5.1,2,31,16
ampalaya_bilog,44,26.5,94.7,9.3,6.2,sandy,3,organic,1,regular,105.0,45,24.9,4,22,16
patola,64,25.3,87.3,7.3,7.6,loamy,4,mixed,0,regular,327.2,14,12.1,5,35,12
upo_smooth,63,26.0,80.5,7.8,6.3,clay,4,organic,3,none,177.0,63,20.4,4,47,19
upo_smooth,68,26.0,49.3,6.7,6.2,clay,4,organic,1,as-needed,268.3,47,24.4,5,44,21
upo_smooth,95,20.5,64.3,7.9,6.5,clay,4,mixed,2,intensive,270.8,28,10.2,4,33,12
patola,48,29.1,67.4,6.9,6.0,loamy,2,mixed,1,as-needed,133.2,13,22.7,2,26,11
kalabasa,64,19.8,62.4,7.1,6.7,sandy,4,chemical,2,regular,528.7,51,10.0,4,20,6
ampalaya_bilog,41,29.9,79.7,6.5,6.8,silty,2,chemical,2,none,186.8,26,21.4,3,19,8
ampalaya_bilog,48,28.1,81.3,7.9,5.2,loamy,4,organic,4,as-needed,155.3,63,14.0,4,36,16
patola,48,30.7,66.7,7.5,5.9,silty,5,organic,2,as-needed,159.6,45,20.3,4,37,21
cucumber,42,25.2,60.2,9.8,5.4,sandy,6,organic,2,none,165.0,55,7.5,5,37,20
kalabasa,65,24.1,75.3,3.1,6.2,loamy,5,chemical,2,as-needed,445.7,49,11.4,4,17,4
upo_smooth,45,30.5,60.8,7.7,7.0,clay,4,organic,2,regular,132.5,16,7.0,3,45,14
kalabasa,48,27.7,76.6,7.8,7.5,clay,6,organic,3,as-needed,453.0,27,12.0,3,31,19
upo_smooth,69,31.7,62.7,9.2,6.3,silty,3,organic,2,intensive,211.3,42,8.7,3,36,20
patola,49,30.8,74.6,7.8,6.0,loamy,8,chemical,0,as-needed,379.7,79,13.6,5,27,19
patola,64,20.6,78.3,8.4,6.7,loamy,4,organic,2,regular,156.7,59,5.2,3,19,10
cucumber,35,26.5,75.5,7.5,6.5,loamy,3,none,0,none,124.2,32,22.3,2,16,3
ampalaya_bilog,27,39.0,72.3,6.2,6.5,clay,6,chemical,3,intensive,327.6,50,7.2,3,14,11
upo_smooth,74,26.1,69.3,6.4,6.6,clay,7,organic,0,regular,439.5,50,6.2,4,49,21
ampalaya_bilog,34,29.2,75.9,8.8,7.5,silty,5,chemical,3,as-needed,240.3,60,7.9,2,14,13
upo_smooth,51,24.4,77.7,4.9,6.7,clay,6,organic,2,intensive,436.4,52,19.2,5,42,23
cucumber,54,26.8,45.9,5.8,7.1,sandy,4,organic,3,as-needed,185.2,10,23.3,4,34,20
patola,97,18.5,60.9,6.7,6.1,loamy,3,mixed,2,regular,287.1,31,23.0,4,32,10
cucumber,39,30.3,66.9,7.1,6.4,loamy,3,chemical,3,regular,64.7,38,24.6,2,22,13
patola,56,16.9,64.6,11.5,6.6,loamy,6,mixed,2,regular,375.0,41,14.9,4,19,6
kalabasa,35,22.0,64.9,6.1,6.6,sandy,4,organic,2,regular,167.3,46,18.6,5,41,7
kalabasa,104,28.8,79.9,7.4,7.6,loamy,4,organic,3,as-needed,454.3,27,7.5,4,26,8
kalabasa,55,16.3,75.7,5.1,7.4,silty,3,none,1,regular,410.7,41,6.6,5,17,6
patola,90,26.0,71.9,6.3,6.2,loamy,8,chemical,2,regular,199.1,27,21.8,5,17,8
patola,33,39.9,70.7,4.3,6.8,loamy,4,mixed,3,as-needed,190.6,10,16.6,3,11,2
ampalaya_bilog,29,25.6,65.4,8.0,6.4,clay,6,chemical,2,as-needed,232.8,78,11.6,5,26,20
patola,37,26.9,45.6,5.8,6.1,clay,2,mixed,0,intensive,180.2,79,15.4,1,8,2
patola,46,31.5,76.1,6.5,7.5,silty,5,organic,2,as-needed,341.1,68,14.1,4,28,10
patola,68,24.8,63.8,7.5,6.7,loamy,6,chemical,2,none,143.1,38,22.6,5,22,11
patola,28,29.4,76.0,6.0,7.9,loamy,4,chemical,2,as-needed,140.3,15,19.1,2,20,4
upo_smooth,88,25.9,68.0,7.2,5.6,clay,5,chemical,1,as-needed,304.2,70,22.8,4,45,10
ampalaya_bilog,89,28.1,78.7,6.6,6.4,loamy,8,organic,1,intensive,90.8,24,16.8,2,13,7
ampalaya_bilog,93,22.8,65.2,6.4,6.4,silty,3,chemical,2,as-needed,287.3,62,19.7,5,21,14
kalabasa,24,24.4,55.1,4.4,6.0,silty,3,none,4,intensive,202.5,19,9.0,3,7,1
cucumber,33,27.5,58.1,3.7,6.8,sandy,7,chemical,3,regular,187.2,18,16.5,3,16,8
upo_smooth,83,24.5,43.8,7.6,6.2,sandy,6,mixed,1,regular,202.8,25,5.4,4,33,13
cucumber,37,20.9,68.7,6.7,6.5,loamy,4,organic,2,as-needed,112.2,38,23.5,4,37,24
cucumber,53,26.8,56.5,6.6,6.1,loamy,5,organic,2,as-needed,260.1,69,7.3,5,43,26
kalabasa,59,29.4,62.9,7.0,6.2,loamy,4,organic,0,intensive,470.4,44,11.4,4,41,12
ampalaya_bilog,31,29.9,62.3,8.0,6.1,loamy,5,chemical,2,as-needed,142.3,55,13.4,2,19,10
cucumber,45,23.7,90.9,10.0,5.3,loamy,5,chemical,2,regular,176.3,70,6.8,2,15,12
ampalaya_bilog,36,29.4,71.9,6.9,6.7,loamy,3,organic,1,as-needed,163.5,48,16.8,3,25,15
ampalaya_bilog,50,20.4,76.8,6.7,6.1,loamy,3,chemical,2,as-needed,209.7,71,7.2,4,37,13
ampalaya_bilog,43,27.6,76.8,7.8,5.4,loamy,6,mixed,0,as-needed,141.1,62,17.8,2,30,9
upo_smooth,45,39.2,45.2,4.1,6.0,loamy,7,organic,4,regular,402.1,75,20.1,4,27,1
ampalaya_bilog,50,28.2,63.0,7.8,6.2,sandy,4,organic,3,as-needed,115.5,37,14.2,4,42,20
patola,64,29.8,53.8,7.1,6.5,loamy,4,none,3,regular,365.9,40,13.0,5,20,8
ampalaya_bilog,47,29.2,64.4,9.6,6.2,sandy,3,chemical,3,as-needed,170.6,19,6.5,5,37,23
cucumber,83,34.2,40.1,7.3,6.0,sandy,7,organic,2,none,253.7,62,6.1,3,15,5
ampalaya_bilog,41,27.0,78.1,6.5,6.7,silty,4,chemical,2,as-needed,328.7,12,8.2,5,46,18
ampalaya_bilog,52,27.1,74.2,3.7,6.2,silty,6,chemical,1,regular,274.6,51,11.7,3,15,4
upo_smooth,61,24.4,53.3,7.0,6.6,clay,5,organic,2,none,407.9,63,17.5,3,32,28
cucumber,66,31.6,42.6,11.3,5.6,clay,4,organic,3,regular,177.9,30,18.5,5,31,17
cucumber,67,22.1,74.3,7.8,5.5,loamy,2,chemical,1,as-needed,207.4,51,10.8,3,33,12
cucumber,44,25.9,70.7,3.3,6.7,loamy,6,organic,3,regular,67.2,26,17.6,3,27,12
